Area,Area.1,Area.2,Price,Change,Equi to US$,Price Chart,date
North China,Hebei,Shijiazhuang,13800.0,0.0,2001,,2023-03-17
North China,Henan,Zhengzhou,13800.0,0.0,2001,,2023-03-17
North China,Shandong,Qingdao,13800.0,0.0,2001,,2023-03-17
North China,Tianjin,Tianjin,13800.0,0.0,2001,,2023-03-17
Central China,Hubei,Wuhan,13800.0,0.0,2001,,2023-03-17
Central China,Jiangxi,Nanchang,13800.0,0.0,2001,,2023-03-17
East China,Anhui,Hefei,13800.0,0.0,2001,,2023-03-17
East China,Jiangsu,Nanjing,13800.0,0.0,2001,,2023-03-17
East China,Shanghai,Shanghai,13800.0,0.0,2001,,2023-03-17
East China,Zhejiang,Ningbo,13800.0,0.0,2001,,2023-03-17
Northwest China,Gansu,Lanzhou,14300.0,0.0,2074,,2023-03-17
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2088,,2023-03-17
South China,Fujian,FUzhou,13800.0,0.0,2001,,2023-03-17
South China,Guangdong,Zhanjiang,13800.0,0.0,2001,,2023-03-17
South China,Guangdong,Huangpu,13800.0,0.0,2001,,2023-03-17
South China,Guangxi,Fangcheng,13800.0,0.0,2001,,2023-03-17
South China,Guangxi,Nanning,13800.0,0.0,2001,,2023-03-17
Southwest China,Sichuan,Chengdu,13900.0,0.0,2016,,2023-03-17
Southwest China,Yunnan,Kunming,14300.0,0.0,2074,,2023-03-17
Northeast China,Heilongjiang,Harbin,14000.0,0.0,2032,,2023-03-20
Northeast China,Jilin,Changchun,13950.0,0.0,2025,,2023-03-20
Northeast China,Liaoning,Shengyang,13900.0,0.0,2017,,2023-03-20
Northeast China,Liaoning,Dalian,13800.0,0.0,2003,,2023-03-20
North China,Hebei,Shijiazhuang,13800.0,0.0,2003,,2023-03-20
North China,Henan,Zhengzhou,13800.0,0.0,2003,,2023-03-20
North China,Shandong,Qingdao,13800.0,0.0,2003,,2023-03-20
North China,Tianjin,Tianjin,13800.0,0.0,2003,,2023-03-20
Central China,Hubei,Wuhan,13800.0,0.0,2003,,2023-03-20
Central China,Jiangxi,Nanchang,13800.0,0.0,2003,,2023-03-20
East China,Anhui,Hefei,13800.0,0.0,2003,,2023-03-20
East China,Jiangsu,Nanjing,13800.0,0.0,2003,,2023-03-20
East China,Shanghai,Shanghai,13800.0,0.0,2003,,2023-03-20
East China,Zhejiang,Ningbo,13800.0,0.0,2003,,2023-03-20
Northwest China,Gansu,Lanzhou,14300.0,0.0,2075,,2023-03-20
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2090,,2023-03-20
South China,Fujian,FUzhou,13600.0,-200.0,1974,,2023-03-20
South China,Guangdong,Zhanjiang,13600.0,-200.0,1974,,2023-03-20
South China,Guangdong,Huangpu,13600.0,-200.0,1974,,2023-03-20
South China,Guangxi,Fangcheng,13600.0,-200.0,1974,,2023-03-20
South China,Guangxi,Nanning,13600.0,-200.0,1974,,2023-03-20
Southwest China,Sichuan,Chengdu,13900.0,0.0,2017,,2023-03-20
Southwest China,Yunnan,Kunming,14300.0,0.0,2075,,2023-03-20
Northeast China,Heilongjiang,Harbin,13900.0,-100.0,2022,,2023-03-21
Northeast China,Jilin,Changchun,13850.0,-100.0,2015,,2023-03-21
Northeast China,Liaoning,Shengyang,13800.0,-100.0,2008,,2023-03-21
Northeast China,Liaoning,Dalian,13700.0,-100.0,1993,,2023-03-21
North China,Hebei,Shijiazhuang,13800.0,0.0,2008,,2023-03-21
North China,Henan,Zhengzhou,13800.0,0.0,2008,,2023-03-21
North China,Shandong,Qingdao,13800.0,0.0,2008,,2023-03-21
North China,Tianjin,Tianjin,13800.0,0.0,2008,,2023-03-21
Central China,Hubei,Wuhan,13800.0,0.0,2008,,2023-03-21
Central China,Jiangxi,Nanchang,13800.0,0.0,2008,,2023-03-21
East China,Anhui,Hefei,13800.0,0.0,2008,,2023-03-21
East China,Jiangsu,Nanjing,13800.0,0.0,2008,,2023-03-21
East China,Shanghai,Shanghai,13800.0,0.0,2008,,2023-03-21
East China,Zhejiang,Ningbo,13800.0,0.0,2008,,2023-03-21
Northwest China,Gansu,Lanzhou,14300.0,0.0,2080,,2023-03-21
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2095,,2023-03-21
South China,Fujian,FUzhou,13600.0,0.0,1978,,2023-03-21
South China,Guangdong,Zhanjiang,13600.0,0.0,1978,,2023-03-21
South China,Guangdong,Huangpu,13600.0,0.0,1978,,2023-03-21
South China,Guangxi,Fangcheng,13600.0,0.0,1978,,2023-03-21
South China,Guangxi,Nanning,13600.0,0.0,1978,,2023-03-21
Southwest China,Sichuan,Chengdu,13900.0,0.0,2022,,2023-03-21
Southwest China,Yunnan,Kunming,14300.0,0.0,2080,,2023-03-21
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2021,,2023-03-22
Northeast China,Jilin,Changchun,13850.0,0.0,2014,,2023-03-22
Northeast China,Liaoning,Shengyang,13800.0,0.0,2007,,2023-03-22
Northeast China,Liaoning,Dalian,13700.0,0.0,1992,,2023-03-22
North China,Hebei,Shijiazhuang,13800.0,0.0,2007,,2023-03-22
North China,Henan,Zhengzhou,13800.0,0.0,2007,,2023-03-22
North China,Shandong,Qingdao,13800.0,0.0,2007,,2023-03-22
North China,Tianjin,Tianjin,13800.0,0.0,2007,,2023-03-22
Central China,Hubei,Wuhan,13800.0,0.0,2007,,2023-03-22
Central China,Jiangxi,Nanchang,13800.0,0.0,2007,,2023-03-22
East China,Anhui,Hefei,13800.0,0.0,2007,,2023-03-22
East China,Jiangsu,Nanjing,13800.0,0.0,2007,,2023-03-22
East China,Shanghai,Shanghai,13800.0,0.0,2007,,2023-03-22
East China,Zhejiang,Ningbo,13800.0,0.0,2007,,2023-03-22
Northwest China,Gansu,Lanzhou,14300.0,0.0,2080,,2023-03-22
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2094,,2023-03-22
South China,Fujian,FUzhou,13600.0,0.0,1978,,2023-03-22
South China,Guangdong,Zhanjiang,13600.0,0.0,1978,,2023-03-22
South China,Guangdong,Huangpu,13600.0,0.0,1978,,2023-03-22
South China,Guangxi,Fangcheng,13600.0,0.0,1978,,2023-03-22
South China,Guangxi,Nanning,13600.0,0.0,1978,,2023-03-22
Southwest China,Sichuan,Chengdu,13900.0,0.0,2021,,2023-03-22
Southwest China,Yunnan,Kunming,14300.0,0.0,2080,,2023-03-22
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2025,,2023-03-23
Northeast China,Jilin,Changchun,13850.0,0.0,2018,,2023-03-23
Northeast China,Liaoning,Shengyang,13800.0,0.0,2011,,2023-03-23
Northeast China,Liaoning,Dalian,13700.0,0.0,1996,,2023-03-23
North China,Hebei,Shijiazhuang,13800.0,0.0,2011,,2023-03-23
North China,Henan,Zhengzhou,13800.0,0.0,2011,,2023-03-23
North China,Shandong,Qingdao,13800.0,0.0,2011,,2023-03-23
North China,Tianjin,Tianjin,13800.0,0.0,2011,,2023-03-23
Central China,Hubei,Wuhan,13800.0,0.0,2011,,2023-03-23
Central China,Jiangxi,Nanchang,13800.0,0.0,2011,,2023-03-23
East China,Anhui,Hefei,13800.0,0.0,2011,,2023-03-23
East China,Jiangsu,Nanjing,13800.0,0.0,2011,,2023-03-23
East China,Shanghai,Shanghai,13800.0,0.0,2011,,2023-03-23
East China,Zhejiang,Ningbo,13800.0,0.0,2011,,2023-03-23
Northwest China,Gansu,Lanzhou,14300.0,0.0,2084,,2023-03-23
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2098,,2023-03-23
South China,Fujian,FUzhou,13600.0,0.0,1982,,2023-03-23
South China,Guangdong,Zhanjiang,13600.0,0.0,1982,,2023-03-23
South China,Guangdong,Huangpu,13600.0,0.0,1982,,2023-03-23
South China,Guangxi,Fangcheng,13600.0,0.0,1982,,2023-03-23
South China,Guangxi,Nanning,13600.0,0.0,1982,,2023-03-23
Southwest China,Sichuan,Chengdu,13900.0,0.0,2025,,2023-03-23
Southwest China,Yunnan,Kunming,14300.0,0.0,2084,,2023-03-23
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2035,,2023-03-24
Northeast China,Jilin,Changchun,13850.0,0.0,2028,,2023-03-24
Northeast China,Liaoning,Shengyang,13800.0,0.0,2021,,2023-03-24
Northeast China,Liaoning,Dalian,13700.0,0.0,2006,,2023-03-24
North China,Hebei,Shijiazhuang,13800.0,0.0,2021,,2023-03-24
North China,Henan,Zhengzhou,13800.0,0.0,2021,,2023-03-24
North China,Shandong,Qingdao,13800.0,0.0,2021,,2023-03-24
North China,Tianjin,Tianjin,13800.0,0.0,2021,,2023-03-24
Central China,Hubei,Wuhan,13800.0,0.0,2021,,2023-03-24
Central China,Jiangxi,Nanchang,13800.0,0.0,2021,,2023-03-24
East China,Anhui,Hefei,13800.0,0.0,2021,,2023-03-24
East China,Jiangsu,Nanjing,13800.0,0.0,2021,,2023-03-24
East China,Shanghai,Shanghai,13800.0,0.0,2021,,2023-03-24
East China,Zhejiang,Ningbo,13800.0,0.0,2021,,2023-03-24
Northwest China,Gansu,Lanzhou,14300.0,0.0,2094,,2023-03-24
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2108,,2023-03-24
South China,Fujian,FUzhou,13600.0,0.0,1991,,2023-03-24
South China,Guangdong,Zhanjiang,13600.0,0.0,1991,,2023-03-24
South China,Guangdong,Huangpu,13600.0,0.0,1991,,2023-03-24
South China,Guangxi,Fangcheng,13600.0,0.0,1991,,2023-03-24
South China,Guangxi,Nanning,13600.0,0.0,1991,,2023-03-24
Southwest China,Sichuan,Chengdu,13900.0,0.0,2035,,2023-03-24
Southwest China,Yunnan,Kunming,14300.0,0.0,2094,,2023-03-24
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2023,,2023-03-27
Northeast China,Jilin,Changchun,13850.0,0.0,2016,,2023-03-27
Northeast China,Liaoning,Shengyang,13800.0,0.0,2008,,2023-03-27
Northeast China,Liaoning,Dalian,13700.0,0.0,1994,,2023-03-27
North China,Hebei,Shijiazhuang,13800.0,0.0,2008,,2023-03-27
North China,Henan,Zhengzhou,13800.0,0.0,2008,,2023-03-27
North China,Shandong,Qingdao,13800.0,0.0,2008,,2023-03-27
North China,Tianjin,Tianjin,13800.0,0.0,2008,,2023-03-27
Central China,Hubei,Wuhan,13800.0,0.0,2008,,2023-03-27
Central China,Jiangxi,Nanchang,13800.0,0.0,2008,,2023-03-27
East China,Anhui,Hefei,13800.0,0.0,2008,,2023-03-27
East China,Jiangsu,Nanjing,13800.0,0.0,2008,,2023-03-27
East China,Shanghai,Shanghai,13800.0,0.0,2008,,2023-03-27
East China,Zhejiang,Ningbo,13800.0,0.0,2008,,2023-03-27
Northwest China,Gansu,Lanzhou,14300.0,0.0,2081,,2023-03-27
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2096,,2023-03-27
South China,Fujian,FUzhou,13600.0,0.0,1979,,2023-03-27
South China,Guangdong,Zhanjiang,13600.0,0.0,1979,,2023-03-27
South China,Guangdong,Huangpu,13600.0,0.0,1979,,2023-03-27
South China,Guangxi,Fangcheng,13600.0,0.0,1979,,2023-03-27
South China,Guangxi,Nanning,13600.0,0.0,1979,,2023-03-27
Southwest China,Sichuan,Chengdu,13900.0,0.0,2023,,2023-03-27
Southwest China,Yunnan,Kunming,14300.0,0.0,2081,,2023-03-27
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2019,,2023-03-28
Northeast China,Jilin,Changchun,13850.0,0.0,2012,,2023-03-28
Northeast China,Liaoning,Shengyang,13800.0,0.0,2005,,2023-03-28
Northeast China,Liaoning,Dalian,13700.0,0.0,1990,,2023-03-28
North China,Hebei,Shijiazhuang,13800.0,0.0,2005,,2023-03-28
North China,Henan,Zhengzhou,13800.0,0.0,2005,,2023-03-28
North China,Shandong,Qingdao,13800.0,0.0,2005,,2023-03-28
North China,Tianjin,Tianjin,13800.0,0.0,2005,,2023-03-28
Central China,Hubei,Wuhan,13800.0,0.0,2005,,2023-03-28
Central China,Jiangxi,Nanchang,13800.0,0.0,2005,,2023-03-28
East China,Anhui,Hefei,13800.0,0.0,2005,,2023-03-28
East China,Jiangsu,Nanjing,13800.0,0.0,2005,,2023-03-28
East China,Shanghai,Shanghai,13800.0,0.0,2005,,2023-03-28
East China,Zhejiang,Ningbo,13800.0,0.0,2005,,2023-03-28
Northwest China,Gansu,Lanzhou,14300.0,0.0,2077,,2023-03-28
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2092,,2023-03-28
South China,Fujian,FUzhou,13600.0,0.0,1976,,2023-03-28
South China,Guangdong,Zhanjiang,13600.0,0.0,1976,,2023-03-28
South China,Guangdong,Huangpu,13600.0,0.0,1976,,2023-03-28
South China,Guangxi,Fangcheng,13600.0,0.0,1976,,2023-03-28
South China,Guangxi,Nanning,13600.0,0.0,1976,,2023-03-28
Southwest China,Sichuan,Chengdu,13900.0,0.0,2019,,2023-03-28
Southwest China,Yunnan,Kunming,14300.0,0.0,2077,,2023-03-28
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2021,,2023-03-29
Northeast China,Jilin,Changchun,13850.0,0.0,2013,,2023-03-29
Northeast China,Liaoning,Shengyang,13800.0,0.0,2006,,2023-03-29
Northeast China,Liaoning,Dalian,13700.0,0.0,1992,,2023-03-29
North China,Hebei,Shijiazhuang,13800.0,0.0,2006,,2023-03-29
North China,Henan,Zhengzhou,13800.0,0.0,2006,,2023-03-29
North China,Shandong,Qingdao,13800.0,0.0,2006,,2023-03-29
North China,Tianjin,Tianjin,13800.0,0.0,2006,,2023-03-29
Central China,Hubei,Wuhan,13800.0,0.0,2006,,2023-03-29
Central China,Jiangxi,Nanchang,13800.0,0.0,2006,,2023-03-29
East China,Anhui,Hefei,13800.0,0.0,2006,,2023-03-29
East China,Jiangsu,Nanjing,13800.0,0.0,2006,,2023-03-29
East China,Shanghai,Shanghai,13800.0,0.0,2006,,2023-03-29
East China,Zhejiang,Ningbo,13800.0,0.0,2006,,2023-03-29
Northwest China,Gansu,Lanzhou,14300.0,0.0,2079,,2023-03-29
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2093,,2023-03-29
South China,Fujian,FUzhou,13600.0,0.0,1977,,2023-03-29
South China,Guangdong,Zhanjiang,13600.0,0.0,1977,,2023-03-29
South China,Guangdong,Huangpu,13600.0,0.0,1977,,2023-03-29
South China,Guangxi,Fangcheng,13600.0,0.0,1977,,2023-03-29
South China,Guangxi,Nanning,13600.0,0.0,1977,,2023-03-29
Southwest China,Sichuan,Chengdu,13900.0,0.0,2021,,2023-03-29
Southwest China,Yunnan,Kunming,14300.0,0.0,2079,,2023-03-29
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2016,,2023-03-30
Northeast China,Jilin,Changchun,13850.0,0.0,2009,,2023-03-30
Northeast China,Liaoning,Shengyang,13800.0,0.0,2001,,2023-03-30
Northeast China,Liaoning,Dalian,13700.0,0.0,1987,,2023-03-30
North China,Hebei,Shijiazhuang,13800.0,0.0,2001,,2023-03-30
North China,Henan,Zhengzhou,13800.0,0.0,2001,,2023-03-30
North China,Shandong,Qingdao,13800.0,0.0,2001,,2023-03-30
North China,Tianjin,Tianjin,13800.0,0.0,2001,,2023-03-30
Central China,Hubei,Wuhan,13800.0,0.0,2001,,2023-03-30
Central China,Jiangxi,Nanchang,13800.0,0.0,2001,,2023-03-30
East China,Anhui,Hefei,13800.0,0.0,2001,,2023-03-30
East China,Jiangsu,Nanjing,13800.0,0.0,2001,,2023-03-30
East China,Shanghai,Shanghai,13800.0,0.0,2001,,2023-03-30
East China,Zhejiang,Ningbo,13800.0,0.0,2001,,2023-03-30
Northwest China,Gansu,Lanzhou,14300.0,0.0,2074,,2023-03-30
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2088,,2023-03-30
South China,Fujian,FUzhou,13600.0,0.0,1972,,2023-03-30
South China,Guangdong,Zhanjiang,13600.0,0.0,1972,,2023-03-30
South China,Guangdong,Huangpu,13600.0,0.0,1972,,2023-03-30
South China,Guangxi,Fangcheng,13600.0,0.0,1972,,2023-03-30
South China,Guangxi,Nanning,13600.0,0.0,1972,,2023-03-30
Southwest China,Sichuan,Chengdu,13900.0,0.0,2016,,2023-03-30
Southwest China,Yunnan,Kunming,14300.0,0.0,2074,,2023-03-30
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2022,,2023-03-31
Northeast China,Jilin,Changchun,13850.0,0.0,2015,,2023-03-31
Northeast China,Liaoning,Shengyang,13800.0,0.0,2007,,2023-03-31
Northeast China,Liaoning,Dalian,13700.0,0.0,1993,,2023-03-31
North China,Hebei,Shijiazhuang,13800.0,0.0,2007,,2023-03-31
North China,Henan,Zhengzhou,13800.0,0.0,2007,,2023-03-31
North China,Shandong,Qingdao,13800.0,0.0,2007,,2023-03-31
North China,Tianjin,Tianjin,13800.0,0.0,2007,,2023-03-31
Central China,Hubei,Wuhan,13800.0,0.0,2007,,2023-03-31
Central China,Jiangxi,Nanchang,13800.0,0.0,2007,,2023-03-31
East China,Anhui,Hefei,13800.0,0.0,2007,,2023-03-31
East China,Jiangsu,Nanjing,13800.0,0.0,2007,,2023-03-31
East China,Shanghai,Shanghai,13800.0,0.0,2007,,2023-03-31
East China,Zhejiang,Ningbo,13800.0,0.0,2007,,2023-03-31
Northwest China,Gansu,Lanzhou,14300.0,0.0,2080,,2023-03-31
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2095,,2023-03-31
South China,Fujian,FUzhou,13600.0,0.0,1978,,2023-03-31
South China,Guangdong,Zhanjiang,13600.0,0.0,1978,,2023-03-31
South China,Guangdong,Huangpu,13600.0,0.0,1978,,2023-03-31
South China,Guangxi,Fangcheng,13600.0,0.0,1978,,2023-03-31
South China,Guangxi,Nanning,13600.0,0.0,1978,,2023-03-31
Southwest China,Sichuan,Chengdu,13900.0,0.0,2022,,2023-03-31
Southwest China,Yunnan,Kunming,14300.0,0.0,2080,,2023-03-31
Northeast China,Heilongjiang,Harbin,13900.0,0.0,2022,,2023-04-03
Northeast China,Jilin,Changchun,13850.0,0.0,2015,,2023-04-03
Northeast China,Liaoning,Shengyang,13800.0,0.0,2008,,2023-04-03
Northeast China,Liaoning,Dalian,13700.0,0.0,1993,,2023-04-03
North China,Hebei,Shijiazhuang,13800.0,0.0,2008,,2023-04-03
North China,Henan,Zhengzhou,13800.0,0.0,2008,,2023-04-03
North China,Shandong,Qingdao,13800.0,0.0,2008,,2023-04-03
North China,Tianjin,Tianjin,13800.0,0.0,2008,,2023-04-03
Central China,Hubei,Wuhan,13800.0,0.0,2008,,2023-04-03
Central China,Jiangxi,Nanchang,13800.0,0.0,2008,,2023-04-03
East China,Anhui,Hefei,13800.0,0.0,2008,,2023-04-03
East China,Jiangsu,Nanjing,13800.0,0.0,2008,,2023-04-03
East China,Shanghai,Shanghai,13800.0,0.0,2008,,2023-04-03
East China,Zhejiang,Ningbo,13800.0,0.0,2008,,2023-04-03
Northwest China,Gansu,Lanzhou,14300.0,0.0,2080,,2023-04-03
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2095,,2023-04-03
South China,Fujian,FUzhou,13600.0,0.0,1978,,2023-04-03
South China,Guangdong,Zhanjiang,13600.0,0.0,1978,,2023-04-03
South China,Guangdong,Huangpu,13600.0,0.0,1978,,2023-04-03
South China,Guangxi,Fangcheng,13600.0,0.0,1978,,2023-04-03
South China,Guangxi,Nanning,13600.0,0.0,1978,,2023-04-03
Southwest China,Sichuan,Chengdu,13900.0,0.0,2022,,2023-04-03
Southwest China,Yunnan,Kunming,14300.0,0.0,2080,,2023-04-03
Northeast China,Heilongjiang,Harbin,13800.0,-100.0,2007,,2023-04-04
Northeast China,Jilin,Changchun,13750.0,-100.0,2000,,2023-04-04
Northeast China,Liaoning,Shengyang,13700.0,-100.0,1992,,2023-04-04
Northeast China,Liaoning,Dalian,13600.0,-100.0,1978,,2023-04-04
North China,Hebei,Shijiazhuang,13800.0,0.0,2007,,2023-04-04
North China,Henan,Zhengzhou,13800.0,0.0,2007,,2023-04-04
North China,Shandong,Qingdao,13800.0,0.0,2007,,2023-04-04
North China,Tianjin,Tianjin,13800.0,0.0,2007,,2023-04-04
Central China,Hubei,Wuhan,13800.0,0.0,2007,,2023-04-04
Central China,Jiangxi,Nanchang,13800.0,0.0,2007,,2023-04-04
East China,Anhui,Hefei,13800.0,0.0,2007,,2023-04-04
East China,Jiangsu,Nanjing,13800.0,0.0,2007,,2023-04-04
East China,Shanghai,Shanghai,13800.0,0.0,2007,,2023-04-04
East China,Zhejiang,Ningbo,13800.0,0.0,2007,,2023-04-04
Northwest China,Gansu,Lanzhou,14300.0,0.0,2080,,2023-04-04
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2094,,2023-04-04
South China,Fujian,FUzhou,13600.0,0.0,1978,,2023-04-04
South China,Guangdong,Zhanjiang,13600.0,0.0,1978,,2023-04-04
South China,Guangdong,Huangpu,13600.0,0.0,1978,,2023-04-04
South China,Guangxi,Fangcheng,13600.0,0.0,1978,,2023-04-04
South China,Guangxi,Nanning,13600.0,0.0,1978,,2023-04-04
Southwest China,Sichuan,Chengdu,13900.0,0.0,2021,,2023-04-04
Southwest China,Yunnan,Kunming,14300.0,0.0,2080,,2023-04-04
Northeast China,Heilongjiang,Harbin,13800.0,0.0,2006,,2023-04-05
Northeast China,Jilin,Changchun,13750.0,0.0,1999,,2023-04-05
Northeast China,Liaoning,Shengyang,13700.0,0.0,1992,,2023-04-05
Northeast China,Liaoning,Dalian,13600.0,0.0,1977,,2023-04-05
North China,Hebei,Shijiazhuang,13800.0,0.0,2006,,2023-04-05
North China,Henan,Zhengzhou,13800.0,0.0,2006,,2023-04-05
North China,Shandong,Qingdao,13800.0,0.0,2006,,2023-04-05
North China,Tianjin,Tianjin,13800.0,0.0,2006,,2023-04-05
Central China,Hubei,Wuhan,13800.0,0.0,2006,,2023-04-05
Central China,Jiangxi,Nanchang,13800.0,0.0,2006,,2023-04-05
East China,Anhui,Hefei,13800.0,0.0,2006,,2023-04-05
East China,Jiangsu,Nanjing,13800.0,0.0,2006,,2023-04-05
East China,Shanghai,Shanghai,13800.0,0.0,2006,,2023-04-05
East China,Zhejiang,Ningbo,13800.0,0.0,2006,,2023-04-05
Northwest China,Gansu,Lanzhou,14300.0,0.0,2079,,2023-04-05
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2093,,2023-04-05
South China,Fujian,FUzhou,13600.0,0.0,1977,,2023-04-05
South China,Guangdong,Zhanjiang,13600.0,0.0,1977,,2023-04-05
South China,Guangdong,Huangpu,13600.0,0.0,1977,,2023-04-05
South China,Guangxi,Fangcheng,13600.0,0.0,1977,,2023-04-05
South China,Guangxi,Nanning,13600.0,0.0,1977,,2023-04-05
Southwest China,Sichuan,Chengdu,13900.0,0.0,2021,,2023-04-05
Southwest China,Yunnan,Kunming,14300.0,0.0,2079,,2023-04-05
Northeast China,Heilongjiang,Harbin,13800.0,0.0,2004,,2023-04-06
Northeast China,Jilin,Changchun,13750.0,0.0,1997,,2023-04-06
Northeast China,Liaoning,Shengyang,13700.0,0.0,1990,,2023-04-06
Northeast China,Liaoning,Dalian,13600.0,0.0,1975,,2023-04-06
North China,Hebei,Shijiazhuang,13800.0,0.0,2004,,2023-04-06
North China,Henan,Zhengzhou,13800.0,0.0,2004,,2023-04-06
North China,Shandong,Qingdao,13800.0,0.0,2004,,2023-04-06
North China,Tianjin,Tianjin,13800.0,0.0,2004,,2023-04-06
Central China,Hubei,Wuhan,13800.0,0.0,2004,,2023-04-06
Central China,Jiangxi,Nanchang,13800.0,0.0,2004,,2023-04-06
East China,Anhui,Hefei,13800.0,0.0,2004,,2023-04-06
East China,Jiangsu,Nanjing,13800.0,0.0,2004,,2023-04-06
East China,Shanghai,Shanghai,13800.0,0.0,2004,,2023-04-06
East China,Zhejiang,Ningbo,13800.0,0.0,2004,,2023-04-06
Northwest China,Gansu,Lanzhou,14300.0,0.0,2077,,2023-04-06
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2092,,2023-04-06
South China,Fujian,FUzhou,13600.0,0.0,1975,,2023-04-06
South China,Guangdong,Zhanjiang,13600.0,0.0,1975,,2023-04-06
South China,Guangdong,Huangpu,13600.0,0.0,1975,,2023-04-06
South China,Guangxi,Fangcheng,13600.0,0.0,1975,,2023-04-06
South China,Guangxi,Nanning,13600.0,0.0,1975,,2023-04-06
Southwest China,Sichuan,Chengdu,13900.0,0.0,2019,,2023-04-06
Southwest China,Yunnan,Kunming,14300.0,0.0,2077,,2023-04-06
Northeast China,Heilongjiang,Harbin,13800.0,0.0,2005,,2023-04-07
Northeast China,Jilin,Changchun,13750.0,0.0,1997,,2023-04-07
Northeast China,Liaoning,Shengyang,13700.0,0.0,1990,,2023-04-07
Northeast China,Liaoning,Dalian,13600.0,0.0,1976,,2023-04-07
North China,Hebei,Shijiazhuang,13800.0,0.0,2005,,2023-04-07
North China,Henan,Zhengzhou,13800.0,0.0,2005,,2023-04-07
North China,Shandong,Qingdao,13800.0,0.0,2005,,2023-04-07
North China,Tianjin,Tianjin,13800.0,0.0,2005,,2023-04-07
Central China,Hubei,Wuhan,13800.0,0.0,2005,,2023-04-07
Central China,Jiangxi,Nanchang,13800.0,0.0,2005,,2023-04-07
East China,Anhui,Hefei,13800.0,0.0,2005,,2023-04-07
East China,Jiangsu,Nanjing,13800.0,0.0,2005,,2023-04-07
East China,Shanghai,Shanghai,13800.0,0.0,2005,,2023-04-07
East China,Zhejiang,Ningbo,13800.0,0.0,2005,,2023-04-07
Northwest China,Gansu,Lanzhou,14300.0,0.0,2077,,2023-04-07
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2092,,2023-04-07
South China,Fujian,FUzhou,13600.0,0.0,1976,,2023-04-07
South China,Guangdong,Zhanjiang,13600.0,0.0,1976,,2023-04-07
South China,Guangdong,Huangpu,13600.0,0.0,1976,,2023-04-07
South China,Guangxi,Fangcheng,13600.0,0.0,1976,,2023-04-07
South China,Guangxi,Nanning,13600.0,0.0,1976,,2023-04-07
Southwest China,Sichuan,Chengdu,13900.0,0.0,2019,,2023-04-07
Southwest China,Yunnan,Kunming,14300.0,0.0,2077,,2023-04-07
Northeast China,Heilongjiang,Harbin,13800.0,0.0,2007,,2023-04-10
Northeast China,Jilin,Changchun,13750.0,0.0,1999,,2023-04-10
Northeast China,Liaoning,Shengyang,13700.0,0.0,1992,,2023-04-10
Northeast China,Liaoning,Dalian,13600.0,0.0,1977,,2023-04-10
North China,Hebei,Shijiazhuang,13800.0,0.0,2007,,2023-04-10
North China,Henan,Zhengzhou,13800.0,0.0,2007,,2023-04-10
North China,Shandong,Qingdao,13800.0,0.0,2007,,2023-04-10
North China,Tianjin,Tianjin,13800.0,0.0,2007,,2023-04-10
Central China,Hubei,Wuhan,13800.0,0.0,2007,,2023-04-10
Central China,Jiangxi,Nanchang,13800.0,0.0,2007,,2023-04-10
East China,Anhui,Hefei,13800.0,0.0,2007,,2023-04-10
East China,Jiangsu,Nanjing,13800.0,0.0,2007,,2023-04-10
East China,Shanghai,Shanghai,13800.0,0.0,2007,,2023-04-10
East China,Zhejiang,Ningbo,13800.0,0.0,2007,,2023-04-10
Northwest China,Gansu,Lanzhou,14300.0,0.0,2079,,2023-04-10
Northwest China,Xinjiang,Urumqi,14400.0,0.0,2094,,2023-04-10
